CONTENT;
The EU #chemical industry can be a major enabler in the deployment of #hydrogen and its contribution to the EU’s long-term #climate ambition. We have just launched our vision for #EUHydrogenStrategy. Find out more: https://t.co/O5OwUBoT5d https://t.co/tSJvwr8hkR;
"The EU @LIFEprogramme funding #environmental &amp; #climateaction can help implement #REACH – the most advanced #chemical legislation in the world. Our Exec. Director Sylvie Lemoine, @Sylbrux outlines the areas of work. ?? #LifePMEnvironment #ChemicalsInOurLife https://t.co/Yy8KB1Wi4q";
Rhenium is one of the rarest elements in Earth’s crust. It can be used in the process for making lead-free petrol. Click here to discover how #ChemistryCan make diesel that reduces cars’ emissions: ??  https://t.co/HRHzIxEafa #IYPT2019 https://t.co/n53eQl8Pgm;
"'@epc_eu: #EU needs a 2030 Action Plan for Industry that focuses on sustainability, competitiveness &amp; strategic autonomy. The latest @epc_eu report explains how the #EUindustry can maintain its global leadership and at the same time become climate-neutral. https://t.co/cGmt1Ddf0I https://t.co/XgyhlBs3VT'";
"'@epc_eu: EU needs a 2030 Action Plan for Industry that focuses on #sustainability, #competitiveness &amp; strategic autonomy. The latest @epc_eu report explains how the #EUindustry can maintain its global leadership and at the same time become climate-neutral. https://t.co/6E1kSeMIyF https://t.co/Do3qIDlUdm'";
"'@epc_eu: EU needs a 2030 Acton Plan for Industry that focuses on #sustainability, #competitiveness &amp; strategic autonomy. The latest @epc_eu report explains how the #EUindustry can maintain its global #leadership and at the same time become climate-neutral. https://t.co/6E1kSeMIyF https://t.co/p3RoMHdgp6'";
"'@epc_eu: EU needs a 2030 Acton Plan for Industry that focuses on #sustainability, #competitiveness &amp; strategic autonomy. The latest @epc_eu report explains how the #EUindustry can maintain its global #leadership and at the same time become climate-neutral. https://t.co/6E1kSeMIyF https://t.co/OrBrJboTAy'";
The new #IPCC Special Report on #ClimateChange and Land just came out!  It shows that human activity puts pressure on the #land – “Human use directly affects more than 70% of the global, icefree land surface”   Read the summary https://t.co/kwNFmGLg07  #SRCCL #GlobalGoals #Tw4SE https://t.co/7NX8gP9OJz;
Great opportunity for Master's Degree students to do an #internship with us!  Apply by 25 August!  #climatechange #energytransition #Careers https://t.co/gkixVRifOI;
Great meeting yesterday at @ClimateKIC #Spain with regional programme owners on transitioning to a #circulareconomy! @CiceroneH2020 is en route to enabling more joint programming and funding across Europe - we need to work together to accelerate impact! #climatechange https://t.co/PE0ckDvhu4;
We are on the brink of failing to limit global warming to 1.5°C, according to the new @UNEP Emissions Gap Report.  This is unacceptable.  We need more #ClimateAction ambition from every country, city, business and individual to protect our future.  https://t.co/cJo1PAMdwY;
Today and tomorrow I am participating as scientific advisor and panellist in the Greek radio programme of @Radioagorapro on Territorial Cohesion, employment, brain drain and climate change. It is an important challenge to engage with citizens and their questions and concerns. https://t.co/p0zJApTnPw;
"#CircularEconomy will be no less important for the new political priority of #climateneutrality ??; it will become one of the indispensable elements for meeting ???? ambitions.  READ NOW: https://t.co/b1oupbcfvY . . @EUClimateAction  @UN #climatechange  #climateaction  #COP25";
In case you have Spanish speaking skills have a look at this article including a few messages about #circulareconomy and the future of EU #decarbonisation #climatechange policies https://t.co/3vIoOBgZgI;
I had the pleasure to moderate this session on the study by the IMF on fiscal instruments to mitigate change impacts @ceps_ech of @CEPS_thinktank (@ceps_ech). Carbon taxation can have a strong impact on reducing emissions, particularly coal, but proceeds would have to compensate. https://t.co/AQxdY9YH1v;
Thanks to all who came to our event with @IMF today on their new #FiscalMonitor mitigating #ClimateChange. You can read the report here: https://t.co/2kWe3nYBpl https://t.co/F4cpFsLN25;
Carbon taxation offers some solution and could complement the #ParisAgreement to help limit global warming to 2?°C according to @IMF_inEU new fiscal monitor on mitigating #climatechange https://t.co/n8Cuf8aAdA;
"'@ceps_ech today presents  IMF Fall Fiscal Monitor  ""Mitigating #Climatechange"" in Brussels with #toolkit of strategies for enhancing acceptability of  mitigation policies and supporting measures to ensure adequate investment in low-emission technologies.  #unitedforclimate https://t.co/mYm7Yt9nAK'";
"Let's talk about #climate! This morning we are at @CEPS_thinktank to discuss #fiscal monitor and climate change mitigation. Ian Parry from @IMFNews will present the recently published report ""Fiscal monitor - how to mitigate climate change"" https://t.co/wVT4hzoodF";
We’re delighted to have @IMF_inEU present their Fall fiscal monitor today @CEPS_thinktank on mitigating #climatechange ?? https://t.co/E0Jff4g7YJ;
It was a pleasure delivering the keynote speech and participating in an expert panel during the #EuropeanForestWeek 2019 jointly organized by @UNECE @FAO in Geneva.  Many thanks to other panelists from @WBG_Climate @wbcsd @UNEP @UusiPuu  Some key takeaways in the thread below. https://t.co/rz8brvYuEU;
, environment, energy & climate change, international trade and research & innovation. For more information on Cerame-Unie and the European ceramic industry, please see our website: www.cerameunie.eu . The intern will gain practical knowledge and better understanding of EU environmental policy and ceramic manufacturing...;
tener en el próximo #PactoVerdeEuropeo https://www.un.org/es/climatechange/un-climate-summit-2019.shtml...;
??@fjavilopez En la lucha contra el cambio climático tenemos que pasar de la retórica a la acción.   Los últimos cuatro años han sido los más cálidos de la historia, a pesar de los Acuerdos de París   #UN #ClimateAction   ????? https://t.co/rOvJcQdPAs https://t.co/BIZbuodRon;
El compromiso de España con la #AcciónClimática es firme: ? Contribuirá con 150 mill. € al Fondo Verde del Clima ? Ratificará la enmienda de Kigali al Protocolo de Montreal ? Aportará 2 mill. € al Fondo de Adaptación en el marco de la Convención del Clima  #ClimateAction https://t.co/vAm3g347UC;
'@KadriSimson @EP_Industry @EP_Environment @Miriamdalli @IsmailErtug @JytteGuteland @czorrinho @ElisaFerreiraEP @NielsFuglsang @josiannecutajar When it comes to energy interconnections in the EU, we are very far off the 15% target by 2030. And yet interconnection is key in improving our energy markets and taking up the climate challenge.   @nicogoncas demands clear measures from @KadriSimson to reach the target?? https://t.co/gD7TsbIfS1';
'@VSinkevicius Air pollution causes more than 400.000 deaths yearly.  What concrete immediate measures will you propose to cut down emissions? @cesarluena calls @VSinkevicius to act on air pollution.   Saving lives and reducing the toll of diseases is a top priority for us! #EPhearings2019 https://t.co/KK6RD349Br';
Great performance of @TimmermansEU at tonight’s #EPhearings2019 ??  His competence and leadership will ensure the EU delivers on its pledge to push for a just transition and fight climate change ???? https://t.co/79xooJ1wb6;
???????? En el #DíaContraelCambioClimático los y las socialistas nos comprometemos ??  ?Transición ecológica justa ??Biodiversidad ??Reducción de emisiones  ??Planificación hidrológica  #ClimateChange https://t.co/SWOHaJhYOm;
